('2018-04-03 15:59:47.701592', 1522785587701591550, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-04 23:03:35.519092', 1522897415519092366, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/multi/io/wkt/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.519092', 1522897415519092366, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/multi/io/wkt/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.529092', 1522897415529091897, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/multi/strategies/cartesian/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.529092', 1522897415529091897, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/multi/strategies/cartesian', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.529092', 1522897415529091897, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/multi/views/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.529092', 1522897415529091897, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/multi/views/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.539092', 1522897415539092488, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/policies/robustness/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.539092', 1522897415539092488, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/policies/is_valid', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.539092', 1522897415539092488, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/policies/relate', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.539092', 1522897415539092488, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/policies/robustness', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.559092', 1522897415559092059, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/transform/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.549094', 1522897415549094418, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/agnostic', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.549094', 1522897415549094418, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/cartesian', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.549094', 1522897415549094418, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/concepts', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.559092', 1522897415559092059, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/geographic', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.559092', 1522897415559092059, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/spherical', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.559092', 1522897415559092059, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/strategies/transform', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.569093', 1522897415569092840, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/util', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.579093', 1522897415579092681, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/views/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.579093', 1522897415579092681, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/views/detail/boundary_view/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.569093', 1522897415569092840, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/geometry/views/detail/boundary_view', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.589092', 1522897415589092431, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/gil/extension/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.589092', 1522897415589092431, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/gil/extension/io/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.579093', 1522897415579092681, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/gil/extension/dynamic_image', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.589092', 1522897415589092431, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/gil/extension/io', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.619146', 1522897415619145784, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/property_maps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.599094', 1522897415599094242, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.609092', 1522897415609092493, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/distributed/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.609092', 1522897415609092493, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/distributed/adjlist', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.609092', 1522897415609092493, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/distributed/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.619146', 1522897415619145784, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/parallel/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.619146', 1522897415619145784, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/parallel/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.619146', 1522897415619145784, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/planar_detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.619146', 1522897415619145784, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/graph/property_maps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.709092', 1522897415709092310, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/fwd/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.639095', 1522897415639094595, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/concept', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.639095', 1522897415639094595, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/core', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.669092', 1522897415669092237, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/detail/variadic/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.659091', 1522897415659091346, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/detail/operators', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.669092', 1522897415669092237, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/detail/variadic/reverse_apply/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.659091', 1522897415659091346, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/detail/variadic/reverse_apply', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.669092', 1522897415669092237, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/experimental', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.689091', 1522897415689091309, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/ext/std/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.689091', 1522897415689091309, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/ext/boost/mpl/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.689091', 1522897415689091309, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/ext/boost/fusion/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.689091', 1522897415689091309, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/ext/boost/fusion/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.689091', 1522897415689091309, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/ext/boost/mpl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.689091', 1522897415689091309, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/ext/std', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.699094', 1522897415699094359, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/functional', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.709092', 1522897415709092310, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/fwd/core/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.699094', 1522897415699094359, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/fwd/concept', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.709092', 1522897415709092310, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/hana/fwd/core', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.719092', 1522897415719092051, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/heap/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.719092', 1522897415719092051, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/heap/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.729102', 1522897415729101832, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/icl/type_traits/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.719092', 1522897415719092051, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/icl/concept', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.729102', 1522897415729101832, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/icl/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.729102', 1522897415729101832, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/icl/predicates', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.729102', 1522897415729101832, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/icl/type_traits', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.729102', 1522897415729101832, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/integer', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.799091', 1522897415799091497, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/allocators/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.759092', 1522897415759091614, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/allocators/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.759092', 1522897415759091614, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/allocators/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.759092', 1522897415759091614, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/containers', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.759092', 1522897415759091614, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.759092', 1522897415759091614, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/indexes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.769092', 1522897415769091704, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/ipc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.769092', 1522897415769091704, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/mem_algo/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.769092', 1522897415769091704, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/mem_algo/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.779094', 1522897415779093845, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/smart_ptr/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.779094', 1522897415779093845, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/smart_ptr/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.779094', 1522897415779093845, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/streams', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.799091', 1522897415799091497, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/sync/windows/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.789095', 1522897415789095356, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/sync/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.789095', 1522897415789095356, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/sync/posix', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.789095', 1522897415789095356, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/sync/shm', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.789095', 1522897415789095356, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/sync/spin', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.799091', 1522897415799091497, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/interprocess/sync/windows', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.809091', 1522897415809091397, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/intrusive/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.809091', 1522897415809091397, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/intrusive/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.819093', 1522897415819092638, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/io/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.819093', 1522897415819092638, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/io/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.849094', 1522897415849093990, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/filter/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.839092', 1522897415839091779, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/detail/streambuf/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.829093', 1522897415829092539, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/detail/adapter', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.829093', 1522897415829092539, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/detail/broken_overload_resolution', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-05 13:05:31.097967', 1522947931097967418, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/home/george/Sent', '2018-04-05 12:54:25.467977036~2018-04-05 19:42:37.077432375_0')
('2018-04-04 23:03:35.839092', 1522897415839091779, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/detail/config', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.839092', 1522897415839091779, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/detail/streambuf', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.849094', 1522897415849093990, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/device', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.849094', 1522897415849093990, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iostreams/filter', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.859092', 1522897415859092381, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iterator/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.849094', 1522897415849093990, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/iterator/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.859092', 1522897415859092381, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/lambda/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.859092', 1522897415859092381, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/lambda/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.869093', 1522897415869093082, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/lexical_cast/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.869093', 1522897415869093082, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/lexical_cast/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.919093', 1522897415919093085, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.899093', 1522897415899092934, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/macro/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.889094', 1522897415889093893, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/macro/code_/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.889094', 1522897415889093893, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/macro/code_', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.899093', 1522897415899092934, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/preprocessor/traits/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.899093', 1522897415899092934, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/preprocessor/traits/decl_sign_/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.889094', 1522897415889093893, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/preprocessor/traits/decl_/validate_/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.889094', 1522897415889093893, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/preprocessor/traits/decl_/validate_', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.899093', 1522897415899092934, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/preprocessor/traits/decl_sign_/validate_/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.899093', 1522897415899092934, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/aux_/preprocessor/traits/decl_sign_/validate_', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.919093', 1522897415919093085, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/detail/preprocessor/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.909091', 1522897415909091035, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/detail/preprocessor/keyword/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.909091', 1522897415909091035, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/detail/preprocessor/keyword/facility/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.909091', 1522897415909091035, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/local_function/detail/preprocessor/keyword/facility', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.919093', 1522897415919093085, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/locale/boundary/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.919093', 1522897415919093085, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/locale/boundary', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.929092', 1522897415929092276, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/lockfree/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.929092', 1522897415929092276, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/lockfree/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
